TIME      XPOSITION      ZPOSITION      XVELOCITIY     ZVELOCITIY     XLINEAR        ZLINEAR        ORIENTATION    ROTATION       ANGULAR        
75.50     -56.15355      67.14931       2.78345        1.01505        1.26345        -0.50362       1.94475        7.55002        0.10000        
75.75     -55.41821      67.38734       3.09932        0.88915        1.24691        -0.50541       1.95010        7.57502        0.10000        
76.00     -54.60441      67.59383       3.41105        0.76280        1.22860        -0.50695       1.95589        7.60002        0.10000        
76.25     -53.71325      67.76869       3.71820        0.63606        1.20855        -0.50827       1.96214        7.62502        0.10000        
76.50     -52.74594      67.91183       4.02033        0.50899        1.18678        -0.50934       1.96890        7.65002        0.10000        
76.75     -51.70377      68.02316       4.31703        0.38166        1.16333        -0.51017       1.97620        7.67502        0.10000        
77.00     -50.58815      68.10263       4.60786        0.25412        1.13823        -0.51077       1.98408        7.70002        0.10000        
77.25     -49.40062      68.15020       4.89242        0.12642        1.11151        -0.51113       1.99260        7.72502        0.10000        
77.50     -48.14278      68.16583       5.17030        -0.00136       1.08321        -0.51124       2.00181        7.75002        0.10000        
77.75     -46.81636      68.14951       5.44110        -0.12917       1.05337        -0.51112       2.01177        7.77502        0.10000        
78.00     -45.42316      68.10125       5.70444        -0.25695       1.02202        -0.51076       2.02255        7.80002        0.10000        
78.25     -43.96511      68.02105       5.95995        -0.38464       0.98922        -0.51016       2.03425        7.82502        0.10000        
78.50     -42.44421      67.90895       6.20725        -0.51218       0.95499        -0.50932       2.04694        7.85002        0.10000        
78.75     -40.86256      67.76499       6.44600        -0.63951       0.91941        -0.50824       2.06074        7.87502        0.10000        
79.00     -39.22232      67.58923       6.67585        -0.76657       0.88250        -0.50692       2.07578        7.90002        0.10000        
79.25     -37.52578      67.38175       6.89648        -0.89330       0.84433        -0.50536       2.09219        7.92502        0.10000        
79.50     -35.77528      67.14263       7.10756        -1.01964       0.80494        -0.50357       2.11014        7.95002        0.10000        
79.75     -33.97324      66.87199       7.30880        -1.14553       0.76440        -0.50154       2.12982        7.97502        0.10000        
80.00     -32.12215      66.56993       7.49990        -1.27092       0.72275        -0.49927       2.15146        8.00002        0.10000        
80.25     -30.22459      66.23660       7.68058        -1.39573       0.68005        -0.49677       2.17532        8.02502        0.10000        
80.50     -28.28319      65.87215       7.85060        -1.51993       0.63637        -0.49404       2.20170        8.05002        0.10000        
80.75     -26.30066      65.47672       8.00969        -1.64344       0.59176        -0.49108       2.23094        8.07502        0.10000        
81.00     -24.27974      65.05051       8.15763        -1.76621       0.54629        -0.48788       2.26347        8.10002        0.10000        
81.25     -22.22326      64.59372       8.29420        -1.88818       0.50002        -0.48445       2.29977        8.12502        0.10000        
81.50     -20.13409      64.10654       8.41921        -2.00929       0.45302        -0.48080       2.34038        8.15002        0.10000        
81.75     -18.01513      63.58919       8.53246        -2.12949       0.40534        -0.47692       2.38594        8.17502        0.10000        
82.00     -15.86935      63.04191       8.63380        -2.24872       0.35706        -0.47281       2.43715        8.20002        0.10000        
82.25     -13.69974      62.46496       8.72307        -2.36692       0.30824        -0.46849       2.49478        8.22502        0.10000        
82.50     -11.50934      61.85859       8.80013        -2.48405       0.25896        -0.46394       2.55964        8.25002        0.10000        
82.75     -9.30121       61.22308       8.86487        -2.60003       0.20928        -0.45917       2.63249        8.27502        0.10000        
83.00     -7.07846       60.55872       8.91719        -2.71482       0.15927        -0.45419       2.71395        8.30002        0.10000        
83.25     -4.84418       59.86582       8.95700        -2.82837       0.10899        -0.44899       2.80433        8.32502        0.10000        
83.50     -2.60153       59.14470       8.98425        -2.94062       0.05853        -0.44359       2.90345        8.35002        0.10000        
83.75     -0.35364       58.39568       8.99888        -3.05152       0.00796        -0.43797       3.01039        8.37502        0.10000        
84.00     1.89633        57.61912       9.00087        -3.16101       -0.04267       -0.43214       3.12343        8.40001        0.10000        
84.25     4.14522        56.81536       8.99021        -3.26904       -0.09327       -0.42612       -3.04318       8.42501        0.10000        
84.50     6.38985        55.98478       8.96689        -3.37557       -0.14377       -0.41989       -2.92611       8.45001        0.10000        
84.75     8.62708        55.12777       8.93095        -3.48054       -0.19411       -0.41346       -2.81170       8.47501        0.10000        
85.00     10.85375       54.24471       8.88242        -3.58391       -0.24421       -0.40684       -2.70266       8.50001        0.10000        
85.25     13.06673       53.33602       8.82137        -3.68562       -0.29400       -0.40002       -2.60098       8.52501        0.10000        
85.50     15.26288       52.40211       8.74787        -3.78562       -0.34341       -0.39302       -2.50778       8.55001        0.10000        
85.75     17.43912       51.44343       8.66201        -3.88388       -0.39238       -0.38583       -2.42345       8.57501        0.10000        
86.00     19.59236       50.46040       8.56392        -3.98033       -0.44083       -0.37845       -2.34777       8.60001        0.10000        
86.25     21.71956       49.45350       8.45371        -4.07495       -0.48869       -0.37090       -2.28021       8.62501        0.10000        
86.50     23.81771       48.42317       8.33154        -4.16767       -0.53590       -0.36317       -2.22001       8.65001        0.10000        
86.75     25.88385       47.36990       8.19756        -4.25846       -0.58239       -0.35527       -2.16639       8.67501        0.10000        
87.00     27.91504       46.29418       8.05197        -4.34728       -0.62809       -0.34721       -2.11856       8.70001        0.10000        
87.25     29.90841       45.19651       7.89494        -4.43408       -0.67294       -0.33897       -2.07579       8.72501        0.10000        
87.50     31.86111       44.07740       7.72671        -4.51883       -0.71688       -0.33058       -2.03742       8.75001        0.10000        
87.75     33.77039       42.93736       7.54749        -4.60147       -0.75983       -0.32203       -2.00288       8.77501        0.10000        
88.00     35.63352       41.77693       7.35753        -4.68198       -0.80175       -0.31333       -1.97166       8.80001        0.10000        
88.25     37.44785       40.59664       7.15709        -4.76031       -0.84258       -0.30447       -1.94335       8.82501        0.10000        
88.50     39.21079       39.39705       6.94645        -4.83643       -0.88224       -0.29548       -1.91756       8.85001        0.10000        
88.75     40.91983       38.17871       6.72589        -4.91030       -0.92070       -0.28634       -1.89397       8.87501        0.10000        
89.00     42.57253       36.94218       6.49572        -4.98189       -0.95788       -0.27707       -1.87232       8.90001        0.10000        
89.25     44.16653       35.68805       6.25624        -5.05115       -0.99375       -0.26766       -1.85236       8.92501        0.10000        
89.50     45.69953       34.41690       6.00781        -5.11807       -1.02824       -0.25813       -1.83390       8.95001        0.10000        
89.75     47.16935       33.12932       5.75075        -5.18260       -1.06131       -0.24847       -1.81675       8.97501        0.10000        
90.00     48.57387       31.82590       5.48542        -5.24472       -1.09291       -0.23869       -1.80077       9.00001        0.10000        
90.25     49.91107       30.50727       5.21219        -5.30439       -1.12300       -0.22880       -1.78582       9.02501        0.10000        
90.50     51.17903       29.17402       4.93144        -5.36159       -1.15153       -0.21881       -1.77179       9.05000        0.10000        
90.75     52.37590       27.82678       4.64356        -5.41629       -1.17846       -0.20870       -1.75857       9.07500        0.10000        
91.00     53.49997       26.46619       4.34895        -5.46847       -1.20375       -0.19850       -1.74608       9.10000        0.10000        
91.25     54.54958       25.09287       4.04801        -5.51809       -1.22737       -0.18820       -1.73422       9.12500        0.10000        
91.50     55.52323       23.70746       3.74117        -5.56514       -1.24927       -0.17781       -1.72294       9.15000        0.10000        
91.75     56.41948       22.31062       3.42885        -5.60959       -1.26944       -0.16733       -1.71217       9.17500        0.10000        
92.00     57.23703       20.90299       3.11149        -5.65142       -1.28783       -0.15677       -1.70185       9.20000        0.10000        
92.25     57.97466       19.48524       2.78953        -5.69062       -1.30443       -0.14614       -1.69193       9.22500        0.10000        
92.50     58.63128       18.05802       2.46342        -5.72715       -1.31920       -0.13544       -1.68236       9.25000        0.10000        
92.75     59.20591       16.62200       2.13362        -5.76101       -1.33213       -0.12466       -1.67310       9.27500        0.10000        
93.00     59.69768       15.17785       1.80059        -5.79218       -1.34320       -0.11383       -1.66411       9.30000        0.10000        
93.25     60.10585       13.72625       1.46479        -5.82064       -1.35238       -0.10295       -1.65534       9.32500        0.10000        
93.50     60.42979       12.26787       1.12670        -5.84637       -1.35967       -0.09201       -1.64677       9.35000        0.10000        
93.75     60.66898       10.80340       0.78678        -5.86938       -1.36505       -0.08103       -1.63836       9.37500        0.10000        
94.00     60.82301       9.33353        0.44551        -5.88963       -1.36852       -0.07000       -1.63008       9.40000        0.10000        
94.25     60.89162       7.85893        0.10339        -5.90713       -1.37006       -0.05894       -1.62190       9.42500        0.10000        
94.50     60.87466       6.38031        -0.23913       -5.92187       -1.36968       -0.04785       -1.61379       9.45000        0.10000        
94.75     60.77207       4.89834        -0.58155       -5.93383       -1.36737       -0.03674       -1.60572       9.47500        0.10000        
95.00     60.58395       3.41374        -0.92339       -5.94302       -1.36314       -0.02560       -1.59766       9.50000        0.10000        
95.25     60.31051       1.92718        -1.26418       -5.94942       -1.35699       -0.01445       -1.58958       9.52500        0.10000        
95.50     59.95206       0.43938        -1.60342       -5.95303       -1.34892       -0.00330       -1.58145       9.55000        0.10000        
95.75     59.50905       -1.04898       -1.94065       -5.95385       -1.33895       0.00787        -1.57324       9.57500        0.10000        
96.00     58.98204       -2.53720       -2.27539       -5.95189       -1.32710       0.01903        -1.56492       9.60000        0.10000        
96.25     58.37172       -4.02458       -2.60717       -5.94713       -1.31336       0.03018        -1.55646       9.62500        0.10000        
96.50     57.67889       -5.51042       -2.93551       -5.93958       -1.29778       0.04133        -1.54782       9.65000        0.10000        
96.75     56.90446       -6.99402       -3.25995       -5.92925       -1.28035       0.05246        -1.53896       9.67500        0.10000        
97.00     56.04946       -8.47469       -3.58004       -5.91614       -1.26111       0.06356        -1.52985       9.70000        0.10000        
97.25     55.11504       -9.95174       -3.89532       -5.90025       -1.24009       0.07464        -1.52044       9.72499        0.10000        
97.50     54.10246       -11.42447      -4.20534       -5.88159       -1.21731       0.08568        -1.51068       9.74999        0.10000        
97.75     53.01308       -12.89219      -4.50967       -5.86017       -1.19279       0.09669        -1.50052       9.77499        0.10000        
98.00     51.84839       -14.35421      -4.80787       -5.83599       -1.16659       0.10766        -1.48991       9.79999        0.10000        
98.25     50.60997       -15.80984      -5.09951       -5.80908       -1.13872       0.11857        -1.47877       9.82499        0.10000        
98.50     49.29950       -17.25841      -5.38419       -5.77944       -1.10924       0.12944        -1.46704       9.84999        0.10000        
98.75     47.91879       -18.69922      -5.66150       -5.74708       -1.07817       0.14024        -1.45463       9.87499        0.10000        
99.00     46.46972       -20.13161      -5.93105       -5.71202       -1.04557       0.15099        -1.44145       9.89999        0.10000        
99.25     44.95429       -21.55489      -6.19244       -5.67427       -1.01147       0.16166        -1.42738       9.92499        0.10000        
99.50     43.37457       -22.96841      -6.44531       -5.63385       -0.97593       0.17226        -1.41231       9.94999        0.10000        
99.75     41.73275       -24.37149      -6.68929       -5.59079       -0.93899       0.18279        -1.39608       9.97499        0.10000        
100.00    40.03108       -25.76347      -6.92403       -5.54509       -0.90070       0.19323        -1.37854       9.99999        0.10000        
