TIME      XPOSITION      ZPOSITION      XVELOCITIY     ZVELOCITIY     XLINEAR        ZLINEAR        ORIENTATION    ROTATION       ANGULAR        
6.50      44.94403       65.62183       4.57519        -0.77515       -1.01124       -0.49216       -2.03552       0.65000        0.10000        
6.75      46.08783       65.42805       4.32238        -0.89819       -1.03698       -0.49071       -2.02374       0.67500        0.10000        
7.00      47.16843       65.20350       4.06314        -1.02087       -1.06129       -0.48903       -2.01279       0.70000        0.10000        
7.25      48.18422       64.94828       3.79781        -1.14312       -1.08414       -0.48711       -2.00258       0.72500        0.10000        
7.50      49.13367       64.66250       3.52678        -1.26490       -1.10551       -0.48497       -1.99307       0.75000        0.10000        
7.75      50.01537       64.34628       3.25040        -1.38614       -1.12535       -0.48260       -1.98420       0.77500        0.10000        
8.00      50.82796       63.99974       2.96907        -1.50679       -1.14363       -0.48000       -1.97592       0.80000        0.10000        
8.25      51.57023       63.62304       2.68316        -1.62679       -1.16033       -0.47717       -1.96818       0.82500        0.10000        
8.50      52.24102       63.21634       2.39308        -1.74609       -1.17542       -0.47412       -1.96095       0.85000        0.10000        
8.75      52.83929       62.77982       2.09922        -1.86462       -1.18888       -0.47085       -1.95420       0.87500        0.10000        
9.00      53.36409       62.31366       1.80200        -1.98233       -1.20069       -0.46735       -1.94789       0.90000        0.10000        
9.25      53.81459       61.81808       1.50183        -2.09917       -1.21083       -0.46364       -1.94199       0.92500        0.10000        
9.50      54.19005       61.29329       1.19912        -2.21508       -1.21928       -0.45970       -1.93648       0.95000        0.10000        
9.75      54.48983       60.73952       0.89430        -2.33000       -1.22602       -0.45555       -1.93134       0.97500        0.10000        
10.00     54.71341       60.15702       0.58779        -2.44389       -1.23105       -0.45118       -1.92655       1.00000        0.10000        
10.25     54.86036       59.54605       0.28003        -2.55668       -1.23436       -0.44660       -1.92209       1.02500        0.10000        
10.50     54.93036       58.90688       -0.02856       -2.66833       -1.23593       -0.44180       -1.91795       1.05000        0.10000        
10.75     54.92322       58.23979       -0.33754       -2.77878       -1.23577       -0.43680       -1.91411       1.07500        0.10000        
11.00     54.83884       57.54510       -0.64648       -2.88798       -1.23387       -0.43159       -1.91055       1.10000        0.10000        
11.25     54.67722       56.82310       -0.95495       -2.99588       -1.23024       -0.42617       -1.90728       1.12500        0.10000        
11.50     54.43848       56.07413       -1.26251       -3.10242       -1.22487       -0.42056       -1.90427       1.15000        0.10000        
11.75     54.12285       55.29853       -1.56873       -3.20756       -1.21776       -0.41474       -1.90153       1.17500        0.10000        
12.00     53.73067       54.49664       -1.87317       -3.31124       -1.20894       -0.40872       -1.89905       1.20000        0.10000        
12.25     53.26237       53.66882       -2.17540       -3.41343       -1.19840       -0.40252       -1.89682       1.22500        0.10000        
12.50     52.71852       52.81547       -2.47501       -3.51406       -1.18617       -0.39612       -1.89483       1.25000        0.10000        
12.75     52.09977       51.93695       -2.77155       -3.61308       -1.17225       -0.38953       -1.89310       1.27500        0.10000        
13.00     51.40689       51.03368       -3.06461       -3.71047       -1.15665       -0.38275       -1.89161       1.30000        0.10000        
13.25     50.64074       50.10607       -3.35377       -3.80615       -1.13942       -0.37580       -1.89037       1.32500        0.10000        
13.50     49.80229       49.15453       -3.63863       -3.90010       -1.12055       -0.36866       -1.88938       1.35000        0.10000        
13.75     48.89264       48.17950       -3.91876       -3.99227       -1.10008       -0.36135       -1.88864       1.37500        0.10000        
14.00     47.91294       47.18144       -4.19379       -4.08260       -1.07804       -0.35386       -1.88816       1.40000        0.10000        
14.25     46.86450       46.16079       -4.46330       -4.17107       -1.05445       -0.34621       -1.88796       1.42500        0.10000        
14.50     45.74867       45.11802       -4.72691       -4.25762       -1.02935       -0.33839       -1.88804       1.45000        0.10000        
14.75     44.56694       44.05362       -4.98424       -4.34222       -1.00276       -0.33040       -1.88841       1.47500        0.10000        
15.00     43.32088       42.96806       -5.23493       -4.42482       -0.97472       -0.32226       -1.88909       1.50000        0.10000        
15.25     42.01215       41.86185       -5.47861       -4.50538       -0.94527       -0.31396       -1.89010       1.52500        0.10000        
15.50     40.64250       40.73551       -5.71493       -4.58387       -0.91446       -0.30552       -1.89147       1.55000        0.10000        
15.75     39.21376       39.58954       -5.94355       -4.66025       -0.88231       -0.29692       -1.89323       1.57500        0.10000        
16.00     37.72788       38.42448       -6.16412       -4.73448       -0.84888       -0.28818       -1.89542       1.60000        0.10000        
16.25     36.18685       37.24086       -6.37634       -4.80653       -0.81420       -0.27931       -1.89808       1.62500        0.10000        
16.50     34.59276       36.03922       -6.57989       -4.87636       -0.77834       -0.27029       -1.90126       1.65000        0.10000        
16.75     32.94779       34.82013       -6.77448       -4.94393       -0.74133       -0.26115       -1.90504       1.67500        0.10000        
17.00     31.25417       33.58415       -6.95981       -5.00922       -0.70322       -0.25188       -1.90950       1.70000        0.10000        
17.25     29.51422       32.33185       -7.13561       -5.07219       -0.66407       -0.24249       -1.91474       1.72500        0.10000        
17.50     27.73031       31.06380       -7.30163       -5.13281       -0.62393       -0.23298       -1.92091       1.75000        0.10000        
17.75     25.90491       29.78060       -7.45761       -5.19105       -0.58286       -0.22335       -1.92817       1.77500        0.10000        
18.00     24.04050       28.48283       -7.60333       -5.24689       -0.54091       -0.21362       -1.93674       1.80000        0.10000        
18.25     22.13967       27.17111       -7.73856       -5.30030       -0.49814       -0.20378       -1.94692       1.82500        0.10000        
18.50     20.20503       25.84604       -7.86309       -5.35124       -0.45461       -0.19385       -1.95911       1.85000        0.10000        
18.75     18.23926       24.50822       -7.97675       -5.39971       -0.41038       -0.18381       -1.97385       1.87500        0.10000        
19.00     16.24507       23.15830       -8.07934       -5.44566       -0.36551       -0.17369       -1.99190       1.90000        0.10000        
19.25     14.22524       21.79688       -8.17072       -5.48908       -0.32007       -0.16348       -2.01440       1.92500        0.10000        
19.50     12.18256       20.42461       -8.25074       -5.52995       -0.27411       -0.15318       -2.04301       1.95000        0.10000        
19.75     10.11987       19.04213       -8.31926       -5.56825       -0.22770       -0.14282       -2.08041       1.97500        0.10000        
20.00     8.04006        17.65006       -8.37619       -5.60395       -0.18090       -0.13238       -2.13099       2.00000        0.10000        
20.25     5.94601        16.24908       -8.42141       -5.63704       -0.13379       -0.12187       -2.20252       2.02500        0.10000        
20.50     3.84066        14.83982       -8.45486       -5.66751       -0.08641       -0.11130       -2.30961       2.05000        0.10000        
20.75     1.72694        13.42294       -8.47646       -5.69534       -0.03886       -0.10067       -2.48139       2.07500        0.10000        
21.00     -0.39217       11.99910       -8.48618       -5.72050       0.00882        -0.08999       -2.77324       2.10000        0.10000        
21.25     -2.51372       10.56898       -8.48397       -5.74300       0.05656        -0.07927       3.04385        2.12500        0.10000        
21.50     -4.63471       9.13323        -8.46983       -5.76282       0.10428        -0.06850       2.52185        2.15000        0.10000        
21.75     -6.75217       7.69252        -8.44376       -5.77994       0.15192        -0.05769       2.15199        2.17500        0.10000        
22.00     -8.86311       6.24754        -8.40578       -5.79437       0.19942        -0.04686       1.93373        2.20000        0.10000        
22.25     -10.96455      4.79895        -8.35592       -5.80608       0.24670        -0.03599       1.80157        2.22500        0.10000        
22.50     -13.05353      3.34743        -8.29425       -5.81508       0.29370        -0.02511       1.71567        2.25000        0.10000        
22.75     -15.12710      1.89366        -8.22082       -5.82135       0.34036        -0.01420       1.65607        2.27500        0.10000        
23.00     -17.18230      0.43832        -8.13573       -5.82491       0.38660        -0.00329       1.61250        2.30000        0.10000        
23.25     -19.21624      -1.01791       -8.03908       -5.82573       0.43237        0.00763        1.57930        2.32500        0.10000        
23.50     -21.22601      -2.47434       -7.93099       -5.82382       0.47759        0.01856        1.55314        2.35000        0.10000        
23.75     -23.20876      -3.93029       -7.81159       -5.81918       0.52220        0.02948        1.53196        2.37500        0.10000        
24.00     -25.16165      -5.38509       -7.68105       -5.81181       0.56614        0.04039        1.51441        2.40000        0.10000        
24.25     -27.08191      -6.83804       -7.53951       -5.80171       0.60934        0.05129        1.49958        2.42500        0.10000        
24.50     -28.96679      -8.28847       -7.38718       -5.78889       0.65175        0.06216        1.48683        2.45000        0.10000        
24.75     -30.81359      -9.73569       -7.22424       -5.77335       0.69331        0.07302        1.47571        2.47500        0.10000        
25.00     -32.61965      -11.17903      -7.05091       -5.75510       0.73394        0.08384        1.46587        2.50000        0.10000        
25.25     -34.38238      -12.61780      -6.86743       -5.73414       0.77360        0.09463        1.45705        2.52500        0.10000        
25.50     -36.09924      -14.05134      -6.67402       -5.71048       0.81223        0.10539        1.44907        2.55000        0.10000        
25.75     -37.76774      -15.47896      -6.47097       -5.68413       0.84977        0.11609        1.44177        2.57500        0.10000        
26.00     -39.38548      -16.89999      -6.25852       -5.65511       0.88617        0.12675        1.43502        2.60000        0.10000        
26.25     -40.95012      -18.31377      -6.03698       -5.62342       0.92138        0.13735        1.42873        2.62500        0.10000        
26.50     -42.45936      -19.71962      -5.80664       -5.58908       0.95534        0.14790        1.42281        2.65000        0.10000        
26.75     -43.91102      -21.11689      -5.56780       -5.55211       0.98800        0.15838        1.41720        2.67500        0.10000        
27.00     -45.30297      -22.50492      -5.32080       -5.51251       1.01932        0.16879        1.41185        2.70000        0.10000        
27.25     -46.63317      -23.88305      -5.06597       -5.47032       1.04925        0.17912        1.40670        2.72500        0.10000        
27.50     -47.89966      -25.25063      -4.80366       -5.42554       1.07774        0.18938        1.40171        2.75000        0.10000        
27.75     -49.10058      -26.60701      -4.53423       -5.37819       1.10476        0.19955        1.39685        2.77500        0.10000        
28.00     -50.23413      -27.95156      -4.25804       -5.32830       1.13027        0.20964        1.39209        2.80000        0.10000        
28.25     -51.29865      -29.28363      -3.97547       -5.27589       1.15422        0.21963        1.38741        2.82500        0.10000        
28.50     -52.29251      -30.60261      -3.68691       -5.22099       1.17658        0.22952        1.38276        2.85000        0.10000        
28.75     -53.21424      -31.90785      -3.39277       -5.16361       1.19732        0.23931        1.37814        2.87500        0.10000        
29.00     -54.06243      -33.19875      -3.09344       -5.10378       1.21640        0.24899        1.37353        2.90000        0.10000        
29.25     -54.83579      -34.47470      -2.78934       -5.04153       1.23381        0.25856        1.36889        2.92500        0.10000        
29.50     -55.53313      -35.73508      -2.48089       -4.97689       1.24950        0.26801        1.36422        2.95000        0.10000        
29.75     -56.15335      -36.97931      -2.16851       -4.90989       1.26345        0.27734        1.35950        2.97500        0.10000        
30.00     -56.69548      -38.20678      -1.85265       -4.84055       1.27565        0.28655        1.35471        3.00000        0.10000        
30.25     -57.15864      -39.41691      -1.53374       -4.76891       1.28607        0.29563        1.34983        3.02500        0.10000        
30.50     -57.54207      -40.60914      -1.21222       -4.69501       1.29470        0.30457        1.34485        3.05000        0.10000        
30.75     -57.84513      -41.78289      -0.88855       -4.61887       1.30152        0.31337        1.33975        3.07500        0.10000        
31.00     -58.06726      -42.93761      -0.56317       -4.54052       1.30651        0.32203        1.33452        3.10000        0.10000        
31.25     -58.20806      -44.07274      -0.23654       -4.46001       1.30968        0.33055        1.32913        3.12500        0.10000        
31.50     -58.26719      -45.18774      0.09088        -4.37738       1.31101        0.33891        1.32357        3.15000        0.10000        
31.75     -58.24447      -46.28209      0.41864        -4.29265       1.31050        0.34712        1.31783        3.17500        0.10000        
32.00     -58.13981      -47.35525      0.74626        -4.20587       1.30815        0.35516        1.31187        3.20000        0.10000        
32.25     -57.95325      -48.40672      1.07330        -4.11708       1.30395        0.36305        1.30568        3.22500        0.10000        
32.50     -57.68492      -49.43599      1.39928        -4.02632       1.29791        0.37077        1.29925        3.25000        0.10000        
32.75     -57.33510      -50.44257      1.72376        -3.93363       1.29004        0.37832        1.29254        3.27500        0.10000        
33.00     -56.90416      -51.42598      2.04627        -3.83905       1.28034        0.38569        1.28553        3.30000        0.10000        
33.25     -56.39260      -52.38574      2.36636        -3.74262       1.26883        0.39289        1.27820        3.32500        0.10000        
33.50     -55.80101      -53.32140      2.68357        -3.64440       1.25552        0.39991        1.27051        3.35000        0.10000        
33.75     -55.13012      -54.23249      2.99745        -3.54442       1.24043        0.40674        1.26244        3.37500        0.10000        
34.00     -54.38075      -55.11860      3.30755        -3.44274       1.22357        0.41339        1.25394        3.40000        0.10000        
34.25     -53.55386      -55.97928      3.61345        -3.33939       1.20496        0.41984        1.24498        3.42500        0.10000        
34.50     -52.65050      -56.81413      3.91469        -3.23443       1.18464        0.42611        1.23552        3.45000        0.10000        
34.75     -51.67183      -57.62273      4.21084        -3.12790       1.16262        0.43217        1.22551        3.47500        0.10000        
35.00     -50.61912      -58.40471      4.50150        -3.01986       1.13893        0.43804        1.21490        3.50000        0.10000        
35.25     -49.49374      -59.15967      4.78623        -2.91035       1.11361        0.44370        1.20363        3.52500        0.10000        
35.50     -48.29719      -59.88726      5.06463        -2.79943       1.08669        0.44915        1.19164        3.55000        0.10000        
35.75     -47.03103      -60.58712      5.33631        -2.68714       1.05820        0.45440        1.17886        3.57500        0.10000        
36.00     -45.69695      -61.25890      5.60086        -2.57354       1.02818        0.45944        1.16519        3.60000        0.10000        
36.25     -44.29674      -61.90228      5.85790        -2.45868       0.99668        0.46427        1.15057        3.62500        0.10000        
36.50     -42.83226      -62.51695      6.10707        -2.34261       0.96373        0.46888        1.13487        3.65000        0.10000        
36.75     -41.30550      -63.10260      6.34800        -2.22539       0.92937        0.47327        1.11799        3.67500        0.10000        
37.00     -39.71849      -63.65895      6.58034        -2.10707       0.89367        0.47744        1.09979        3.70001        0.10000        
37.25     -38.07341      -64.18572      6.80376        -1.98771       0.85665        0.48139        1.08012        3.72501        0.10000        
37.50     -36.37247      -64.68265      7.01792        -1.86736       0.81838        0.48512        1.05883        3.75001        0.10000        
37.75     -34.61799      -65.14949      7.22252        -1.74608       0.77890        0.48862        1.03570        3.77501        0.10000        
38.00     -32.81236      -65.58601      7.41724        -1.62393       0.73828        0.49190        1.01053        3.80001        0.10000        
38.25     -30.95805      -65.99200      7.60181        -1.50095       0.69656        0.49494        0.98307        3.82501        0.10000        
38.50     -29.05759      -66.36723      7.77595        -1.37722       0.65380        0.49775        0.95302        3.85001        0.10000        
38.75     -27.11361      -66.71154      7.93940        -1.25278       0.61006        0.50034        0.92008        3.87501        0.10000        
39.00     -25.12876      -67.02473      8.09192        -1.12770       0.56540        0.50269        0.88389        3.90001        0.10000        
39.25     -23.10578      -67.30666      8.23326        -1.00203       0.51988        0.50480        0.84404        3.92501        0.10000        
39.50     -21.04746      -67.55716      8.36323        -0.87583       0.47357        0.50668        0.80011        3.95001        0.10000        
39.75     -18.95665      -67.77612      8.48163        -0.74916       0.42652        0.50832        0.75163        3.97501        0.10000        
40.00     -16.83624      -67.96340      8.58826        -0.62208       0.37882        0.50973        0.69812        4.00001        0.10000        
40.25     -14.68918      -68.11892      8.68296        -0.49464       0.33051        0.51089        0.63912        4.02501        0.10000        
40.50     -12.51844      -68.24258      8.76559        -0.36692       0.28166        0.51182        0.57421        4.05001        0.10000        
40.75     -10.32704      -68.33430      8.83600        -0.23897       0.23236        0.51251        0.50309        4.07501        0.10000        
41.00     -8.11804       -68.39404      8.89409        -0.11084       0.18266        0.51296        0.42566        4.10001        0.10000        
41.25     -5.89452       -68.42175      8.93976        0.01740        0.13263        0.51316        0.34209        4.12501        0.10000        
41.50     -3.65958       -68.41740      8.97291        0.14569        0.08234        0.51313        0.25291        4.15001        0.10000        
41.75     -1.41635       -68.38098      8.99350        0.27397        0.03187        0.51286        0.15911        4.17501        0.10000        
42.00     0.83203        -68.31248      9.00147        0.40219        -0.01872       0.51234        0.06206        4.20001        0.10000        
42.25     3.08239        -68.21194      8.99679        0.53027        -0.06935       0.51159        -0.03652       4.22501        0.10000        
42.50     5.33159        -68.07937      8.97945        0.65817        -0.11996       0.51060        -0.13474       4.25001        0.10000        
42.75     7.57645        -67.91483      8.94946        0.78582        -0.17047       0.50936        -0.23076       4.27501        0.10000        
43.00     9.81381        -67.71837      8.90684        0.91316        -0.22081       0.50789        -0.32296       4.30001        0.10000        
43.25     12.04052       -67.49008      8.85164        1.04013        -0.27091       0.50618        -0.41011       4.32501        0.10000        
43.50     14.25343       -67.23005      8.78391        1.16668        -0.32070       0.50423        -0.49142       4.35001        0.10000        
43.75     16.44941       -66.93838      8.70373        1.29273        -0.37011       0.50204        -0.56649       4.37501        0.10000        
44.00     18.62534       -66.61520      8.61121        1.41824        -0.41907       0.49961        -0.63527       4.40001        0.10000        
44.25     20.77814       -66.26064      8.50644        1.54314        -0.46751       0.49695        -0.69795       4.42501        0.10000        
44.50     22.90475       -65.87485      8.38956        1.66738        -0.51536       0.49406        -0.75488       4.45001        0.10000        
44.75     25.00214       -65.45800      8.26072        1.79090        -0.56255       0.49093        -0.80649       4.47501        0.10000        
45.00     27.06732       -65.01028      8.12008        1.91363        -0.60901       0.48758        -0.85327       4.50001        0.10000        
45.25     29.09735       -64.53187      7.96783        2.03553        -0.65469       0.48399        -0.89569       4.52501        0.10000        
45.50     31.08930       -64.02299      7.80416        2.15652        -0.69951       0.48017        -0.93420       4.55001        0.10000        
45.75     33.04034       -63.48386      7.62928        2.27657        -0.74341       0.47613        -0.96923       4.57501        0.10000        
46.00     34.94766       -62.91471      7.44343        2.39560        -0.78632       0.47186        -1.00115       4.60001        0.10000        
46.25     36.80852       -62.31581      7.24685        2.51356        -0.82819       0.46737        -1.03031       4.62501        0.10000        
46.50     38.62023       -61.68742      7.03980        2.63041        -0.86896       0.46266        -1.05702       4.65001        0.10000        
46.75     40.38018       -61.02982      6.82256        2.74607        -0.90855       0.45772        -1.08154       4.67501        0.10000        
47.00     42.08582       -60.34331      6.59542        2.86050        -0.94693       0.45257        -1.10412       4.70001        0.10000        
47.25     43.73468       -59.62818      6.35869        2.97364        -0.98403       0.44721        -1.12495       4.72501        0.10000        
47.50     45.32435       -58.88477      6.11268        3.08545        -1.01980       0.44164        -1.14423       4.75001        0.10000        
47.75     46.85252       -58.11341      5.85773        3.19586        -1.05418       0.43585        -1.16212       4.77501        0.10000        
48.00     48.31695       -57.31444      5.59419        3.30482        -1.08713       0.42986        -1.17875       4.80001        0.10000        
48.25     49.71550       -56.48824      5.32240        3.41228        -1.11860       0.42366        -1.19426       4.82501        0.10000        
48.50     51.04610       -55.63517      5.04275        3.51820        -1.14854       0.41726        -1.20875       4.85001        0.10000        
48.75     52.30679       -54.75562      4.75562        3.62252        -1.17690       0.41067        -1.22232       4.87501        0.10000        
49.00     53.49569       -53.84999      4.46139        3.72518        -1.20365       0.40387        -1.23507       4.90001        0.10000        
49.25     54.61104       -52.91869      4.16048        3.82615        -1.22875       0.39689        -1.24706       4.92501        0.10000        
49.50     55.65116       -51.96215      3.85329        3.92537        -1.25215       0.38972        -1.25837       4.95001        0.10000        
49.75     56.61449       -50.98081      3.54026        4.02280        -1.27383       0.38236        -1.26906       4.97501        0.10000        
50.00     57.49955       -49.97511      3.22180        4.11839        -1.29374       0.37481        -1.27919       5.00001        0.10000        
50.25     58.30500       -48.94551      2.89837        4.21209        -1.31186       0.36709        -1.28880       5.02501        0.10000        
50.50     59.02959       -47.89249      2.57040        4.30387        -1.32817       0.35919        -1.29795       5.05001        0.10000        
50.75     59.67219       -46.81652      2.23836        4.39367        -1.34262       0.35112        -1.30667       5.07501        0.10000        
51.00     60.23178       -45.71811      1.90270        4.48145        -1.35522       0.34289        -1.31500       5.10001        0.10000        
51.25     60.70745       -44.59774      1.56390        4.56717        -1.36592       0.33448        -1.32298       5.12501        0.10000        
51.50     61.09843       -43.45595      1.22242        4.65079        -1.37471       0.32592        -1.33064       5.15001        0.10000        
51.75     61.40403       -42.29325      0.87874        4.73227        -1.38159       0.31720        -1.33801       5.17501        0.10000        
52.00     61.62372       -41.11019      0.53334        4.81157        -1.38653       0.30833        -1.34512       5.20001        0.10000        
52.25     61.75705       -39.90730      0.18671        4.88865        -1.38953       0.29930        -1.35198       5.22501        0.10000        
52.50     61.80373       -38.68513      -0.16067       4.96348        -1.39058       0.29014        -1.35864       5.25001        0.10000        
52.75     61.76356       -37.44426      -0.50832       5.03601        -1.38968       0.28083        -1.36510       5.27501        0.10000        
53.00     61.63648       -36.18526      -0.85574       5.10622        -1.38682       0.27139        -1.37140       5.30001        0.10000        
53.25     61.42255       -34.90871      -1.20245       5.17407        -1.38201       0.26182        -1.37755       5.32501        0.10000        
53.50     61.12193       -33.61519      -1.54795       5.23952        -1.37524       0.25211        -1.38357       5.35001        0.10000        
53.75     60.73495       -32.30531      -1.89176       5.30255        -1.36654       0.24229        -1.38949       5.37501        0.10000        
54.00     60.26201       -30.97967      -2.23339       5.36312        -1.35590       0.23235        -1.39532       5.40001        0.10000        
54.25     59.70366       -29.63889      -2.57237       5.42121        -1.34333       0.22229        -1.40108       5.42501        0.10000        
54.50     59.06057       -28.28359      -2.90820       5.47678        -1.32886       0.21213        -1.40680       5.45001        0.10000        
54.75     58.33352       -26.91439      -3.24042       5.52981        -1.31250       0.20186        -1.41250       5.47501        0.10000        
55.00     57.52341       -25.53194      -3.56854       5.58028        -1.29428       0.19149        -1.41820       5.50001        0.10000        
55.25     56.63128       -24.13687      -3.89211       5.62815        -1.27420       0.18103        -1.42391       5.52501        0.10000        
55.50     55.65825       -22.72983      -4.21066       5.67341        -1.25231       0.17047        -1.42967       5.55001        0.10000        
55.75     54.60558       -21.31148      -4.52374       5.71603        -1.22863       0.15984        -1.43550       5.57501        0.10000        
56.00     53.47465       -19.88247      -4.83090       5.75598        -1.20318       0.14912        -1.44143       5.60001        0.10000        
56.25     52.26692       -18.44348      -5.13169       5.79326        -1.17601       0.13833        -1.44749       5.62501        0.10000        
56.50     50.98400       -16.99516      -5.42569       5.82785        -1.14714       0.12746        -1.45371       5.65001        0.10000        
56.75     49.62758       -15.53820      -5.71248       5.85971        -1.11662       0.11654        -1.46014       5.67501        0.10000        
57.00     48.19946       -14.07327      -5.99163       5.88885        -1.08449       0.10555        -1.46681       5.70001        0.10000        
57.25     46.70155       -12.60106      -6.26275       5.91523        -1.05078       0.09451        -1.47378       5.72501        0.10000        
57.50     45.13586       -11.12225      -6.52545       5.93886        -1.01556       0.08342        -1.48110       5.75001        0.10000        
57.75     43.50450       -9.63754       -6.77934       5.95971        -0.97885       0.07228        -1.48884       5.77501        0.10000        
58.00     41.80966       -8.14761       -7.02405       5.97778        -0.94072       0.06111        -1.49709       5.80001        0.10000        
58.25     40.05365       -6.65316       -7.25923       5.99306        -0.90121       0.04990        -1.50593       5.82501        0.10000        
58.50     38.23884       -5.15490       -7.48453       6.00554        -0.86037       0.03866        -1.51548       5.85001        0.10000        
58.75     36.36771       -3.65351       -7.69963       6.01520        -0.81827       0.02740        -1.52589       5.87501        0.10000        
59.00     34.44280       -2.14971       -7.90420       6.02205        -0.77496       0.01612        -1.53732       5.90001        0.10000        
59.25     32.46675       -0.64420       -8.09794       6.02608        -0.73050       0.00483        -1.54999       5.92501        0.10000        
59.50     30.44227       0.86232        -8.28056       6.02729        -0.68495       -0.00647       -1.56418       5.95001        0.10000        
59.75     28.37213       2.36914        -8.45180       6.02567        -0.63837       -0.01777       -1.58024       5.97501        0.10000        
60.00     26.25918       3.87556        -8.61139       6.02123        -0.59083       -0.02907       -1.59862       6.00001        0.10000        
60.25     24.10633       5.38087        -8.75910       6.01396        -0.54239       -0.04036       -1.61995       6.02501        0.10000        
60.50     21.91656       6.88436        -8.89470       6.00388        -0.49312       -0.05163       -1.64506       6.05001        0.10000        
60.75     19.69288       8.38533        -9.01798       5.99097        -0.44309       -0.06289       -1.67512       6.07501        0.10000        
61.00     17.43839       9.88307        -9.12875       5.97525        -0.39236       -0.07412       -1.71179       6.10001        0.10000        
61.25     15.15620       11.37688       -9.22684       5.95671        -0.34101       -0.08533       -1.75751       6.12501        0.10000        
61.50     12.84949       12.86606       -9.31210       5.93538        -0.28911       -0.09650       -1.81598       6.15001        0.10000        
61.75     10.52146       14.34991       -9.38438       5.91126        -0.23673       -0.10762       -1.89293       6.17501        0.10000        
62.00     8.17537        15.82772       -9.44356       5.88435        -0.18395       -0.11871       -1.99749       6.20001        0.10000        
62.25     5.81448        17.29881       -9.48954       5.85468        -0.13083       -0.12974       -2.14389       6.22501        0.10000        
62.50     3.44209        18.76248       -9.52225       5.82224        -0.07745       -0.14072       -2.35203       6.25001        0.10000        
62.75     1.06153        20.21804       -9.54161       5.78706        -0.02388       -0.15164       -2.63847       6.27501        0.10000        
63.00     -1.32387       21.66481       -9.54758       5.74915        0.02979        -0.16249       -2.98536       6.30001        0.10000        
63.25     -3.71077       23.10209       -9.54014       5.70853        0.08349        -0.17327       2.96028        6.32502        0.10000        
63.50     -6.09580       24.52923       -9.51926       5.66521        0.13716        -0.18397       2.69255        6.35002        0.10000        
63.75     -8.47562       25.94553       -9.48497       5.61922        0.19070        -0.19459       2.50095        6.37502        0.10000        
64.00     -10.84686      27.35034       -9.43730       5.57057        0.24405        -0.20513       2.36629        6.40002        0.10000        
