TIME      XPOSITION      ZPOSITION      XVELOCITIY     ZVELOCITIY     XLINEAR        ZLINEAR        ORIENTATION    ROTATION       ANGULAR        
64.25     -13.20619      28.74298       -9.37629       5.51929        0.29714        -0.21557       2.26975        6.42502        0.10000        
64.50     -15.55026      30.12280       -9.30200       5.46540        0.34988        -0.22592       2.19843        6.45002        0.10000        
64.75     -17.87576      31.48915       -9.21453       5.40892        0.40220        -0.23617       2.14415        6.47502        0.10000        
65.00     -20.17939      32.84138       -9.11398       5.34988        0.45404        -0.24631       2.10174        6.50002        0.10000        
65.25     -22.45789      34.17886       -9.00047       5.28830        0.50530        -0.25634       2.06786        6.52502        0.10000        
65.50     -24.70800      35.50093       -8.87414       5.22421        0.55593        -0.26626       2.04027        6.55002        0.10000        
65.75     -26.92654      36.80698       -8.73516       5.15765        0.60585        -0.27605       2.01745        6.57502        0.10000        
66.00     -29.11033      38.09640       -8.58370       5.08864        0.65498        -0.28572       1.99834        6.60002        0.10000        
66.25     -31.25626      39.36856       -8.41995       5.01721        0.70327        -0.29526       1.98214        6.62502        0.10000        
66.50     -33.36124      40.62286       -8.24414       4.94339        0.75063        -0.30467       1.96829        6.65002        0.10000        
66.75     -35.42228      41.85871       -8.05648       4.86722        0.79700        -0.31394       1.95637        6.67502        0.10000        
67.00     -37.43640      43.07551       -7.85723       4.78874        0.84232        -0.32307       1.94603        6.70002        0.10000        
67.25     -39.40071      44.27270       -7.64665       4.70797        0.88652        -0.33205       1.93704        6.72502        0.10000        
67.50     -41.31237      45.44969       -7.42502       4.62496        0.92953        -0.34087       1.92917        6.75002        0.10000        
67.75     -43.16862      46.60593       -7.19264       4.53974        0.97129        -0.34954       1.92228        6.77502        0.10000        
68.00     -44.96679      47.74086       -6.94982       4.45235        1.01175        -0.35806       1.91624        6.80002        0.10000        
68.25     -46.70424      48.85395       -6.69688       4.36284        1.05085        -0.36640       1.91094        6.82502        0.10000        
68.50     -48.37846      49.94466       -6.43417       4.27124        1.08852        -0.37458       1.90629        6.85002        0.10000        
68.75     -49.98700      51.01247       -6.16204       4.17759        1.12471        -0.38259       1.90223        6.87502        0.10000        
69.00     -51.52751      52.05687       -5.88086       4.08194        1.15937        -0.39043       1.89869        6.90002        0.10000        
69.25     -52.99772      53.07736       -5.59102       3.98434        1.19245        -0.39808       1.89563        6.92502        0.10000        
69.50     -54.39548      54.07344       -5.29291       3.88482        1.22390        -0.40555       1.89300        6.95002        0.10000        
69.75     -55.71870      55.04465       -4.98693       3.78343        1.25367        -0.41283       1.89077        6.97502        0.10000        
70.00     -56.96544      55.99051       -4.67351       3.68022        1.28172        -0.41993       1.88891        7.00002        0.10000        
70.25     -58.13382      56.91056       -4.35308       3.57524        1.30801        -0.42683       1.88740        7.02502        0.10000        
70.50     -59.22209      57.80437       -4.02608       3.46853        1.33250        -0.43353       1.88622        7.05002        0.10000        
70.75     -60.22861      58.67150       -3.69296       3.36015        1.35514        -0.44004       1.88535        7.07502        0.10000        
71.00     -61.15185      59.51154       -3.35417       3.25014        1.37592        -0.44634       1.88477        7.10002        0.10000        
71.25     -61.99039      60.32408       -3.01019       3.13856        1.39478        -0.45243       1.88448        7.12502        0.10000        
71.50     -62.74294      61.10872       -2.66149       3.02545        1.41172        -0.45832       1.88446        7.15002        0.10000        
71.75     -63.40831      61.86508       -2.30857       2.91087        1.42669        -0.46399       1.88471        7.17502        0.10000        
72.00     -63.98545      62.59280       -1.95189       2.79487        1.43967        -0.46945       1.88523        7.20002        0.10000        
72.25     -64.47343      63.29152       -1.59198       2.67751        1.45065        -0.47469       1.88600        7.22502        0.10000        
72.50     -64.87142      63.96089       -1.22931       2.55884        1.45961        -0.47971       1.88704        7.25002        0.10000        
72.75     -65.17875      64.60060       -0.86441       2.43891        1.46652        -0.48450       1.88833        7.27502        0.10000        
73.00     -65.39485      65.21033       -0.49778       2.31779        1.47138        -0.48908       1.88988        7.30002        0.10000        
73.25     -65.51929      65.78977       -0.12993       2.19552        1.47418        -0.49342       1.89170        7.32502        0.10000        
73.50     -65.55178      66.33865       0.23861        2.07216        1.47492        -0.49754       1.89378        7.35002        0.10000        
73.75     -65.49213      66.85670       0.60734        1.94778        1.47357        -0.50143       1.89614        7.37502        0.10000        
74.00     -65.34029      67.34364       0.97573        1.82242        1.47016        -0.50508       1.89878        7.40002        0.10000        
74.25     -65.09636      67.79925       1.34327        1.69615        1.46467        -0.50849       1.90172        7.42502        0.10000        
74.50     -64.76054      68.22328       1.70944        1.56903        1.45711        -0.51167       1.90495        7.45002        0.10000        
74.75     -64.33318      68.61554       2.07372        1.44111        1.44750        -0.51462       1.90850        7.47502        0.10000        
75.00     -63.81475      68.97581       2.43559        1.31245        1.43583        -0.51732       1.91238        7.50002        0.10000        
75.25     -63.20586      69.30392       2.79455        1.18312        1.42213        -0.51978       1.91661        7.52502        0.10000        
75.50     -62.50722      69.59971       3.15008        1.05318        1.40641        -0.52200       1.92121        7.55002        0.10000        
75.75     -61.71970      69.86301       3.50169        0.92268        1.38869        -0.52397       1.92619        7.57502        0.10000        
76.00     -60.84428      70.09367       3.84886        0.79169        1.36900        -0.52570       1.93159        7.60002        0.10000        
76.25     -59.88206      70.29160       4.19111        0.66026        1.34735        -0.52719       1.93744        7.62502        0.10000        
76.50     -58.83429      70.45666       4.52795        0.52846        1.32377        -0.52842       1.94376        7.65002        0.10000        
76.75     -57.70230      70.58878       4.85889        0.39636        1.29830        -0.52942       1.95060        7.67502        0.10000        
77.00     -56.48758      70.68787       5.18346        0.26400        1.27097        -0.53016       1.95799        7.70002        0.10000        
77.25     -55.19172      70.75387       5.50121        0.13146        1.24181        -0.53065       1.96598        7.72502        0.10000        
77.50     -53.81641      70.78674       5.81166        -0.00120       1.21087        -0.53090       1.97463        7.75002        0.10000        
77.75     -52.36350      70.78644       6.11438        -0.13392       1.17818        -0.53090       1.98400        7.77502        0.10000        
78.00     -50.83490      70.75296       6.40892        -0.26665       1.14379        -0.53065       1.99416        7.80002        0.10000        
78.25     -49.23267      70.68629       6.69487        -0.39931       1.10774        -0.53015       2.00518        7.82502        0.10000        
78.50     -47.55896      70.58646       6.97180        -0.53185       1.07008        -0.52940       2.01717        7.85002        0.10000        
78.75     -45.81601      70.45350       7.23932        -0.66420       1.03086        -0.52840       2.03022        7.87502        0.10000        
79.00     -44.00618      70.28745       7.49704        -0.79630       0.99014        -0.52716       2.04446        7.90002        0.10000        
79.25     -42.13192      70.08838       7.74457        -0.92809       0.94797        -0.52566       2.06003        7.92502        0.10000        
79.50     -40.19577      69.85635       7.98156        -1.05950       0.90440        -0.52392       2.07710        7.95002        0.10000        
79.75     -38.20038      69.59148       8.20766        -1.19048       0.85951        -0.52194       2.09586        7.97502        0.10000        
80.00     -36.14847      69.29385       8.42254        -1.32097       0.81334        -0.51970       2.11653        8.00002        0.10000        
80.25     -34.04283      68.96362       8.62588        -1.45089       0.76596        -0.51723       2.13938        8.02502        0.10000        
80.50     -31.88636      68.60089       8.81737        -1.58020       0.71744        -0.51451       2.16473        8.05002        0.10000        
80.75     -29.68202      68.20584       8.99673        -1.70883       0.66785        -0.51154       2.19293        8.07502        0.10000        
81.00     -27.43284      67.77863       9.16369        -1.83671       0.61724        -0.50834       2.22443        8.10002        0.10000        
81.25     -25.14192      67.31946       9.31800        -1.96380       0.56569        -0.50490       2.25975        8.12502        0.10000        
81.50     -22.81242      66.82851       9.45942        -2.09002       0.51328        -0.50121       2.29947        8.15002        0.10000        
81.75     -20.44756      66.30600       9.58774        -2.21532       0.46007        -0.49730       2.34430        8.17502        0.10000        
82.00     -18.05063      65.75217       9.70276        -2.33965       0.40614        -0.49314       2.39506        8.20002        0.10000        
82.25     -15.62494      65.16725       9.80429        -2.46293       0.35156        -0.48875       2.45264        8.22502        0.10000        
82.50     -13.17386      64.55152       9.89218        -2.58512       0.29641        -0.48414       2.51803        8.25002        0.10000        
82.75     -10.70082      63.90524       9.96629        -2.70616       0.24077        -0.47929       2.59222        8.27502        0.10000        
83.00     -8.20925       63.22870       10.02648       -2.82598       0.18471        -0.47422       2.67607        8.30002        0.10000        
83.25     -5.70263       62.52221       10.07266       -2.94453       0.12831        -0.46892       2.77017        8.32502        0.10000        
83.50     -3.18446       61.78607       10.10473       -3.06176       0.07165        -0.46340       2.87450        8.35002        0.10000        
83.75     -0.65828       61.02063       10.12265       -3.17761       0.01481        -0.45765       2.98819        8.37502        0.10000        
84.00     1.87238        60.22623       10.12635       -3.29202       -0.04213       -0.45170       3.10924        8.40001        0.10000        
84.25     4.40397        59.40322       10.11582       -3.40495       -0.09909       -0.44552       -3.04859       8.42501        0.10000        
84.50     6.93293        58.55198       10.09104       -3.51633       -0.15599       -0.43914       -2.92274       8.45001        0.10000        
84.75     9.45569        57.67290       10.05205       -3.62611       -0.21275       -0.43255       -2.80028       8.47501        0.10000        
85.00     11.96870       56.76637       9.99886        -3.73425       -0.26930       -0.42575       -2.68448       8.50001        0.10000        
85.25     14.46841       55.83281       9.93153        -3.84069       -0.32554       -0.41875       -2.57760       8.52501        0.10000        
85.50     16.95130       54.87264       9.85015        -3.94537       -0.38140       -0.41154       -2.48078       8.55001        0.10000        
85.75     19.41384       53.88630       9.75480        -4.04826       -0.43681       -0.40415       -2.39419       8.57501        0.10000        
86.00     21.85254       52.87423       9.64560        -4.14930       -0.49168       -0.39656       -2.31737       8.60001        0.10000        
86.25     24.26394       51.83691       9.52268        -4.24844       -0.54594       -0.38878       -2.24951       8.62501        0.10000        
86.50     26.64460       50.77480       9.38619        -4.34563       -0.59950       -0.38081       -2.18961       8.65001        0.10000        
86.75     28.99115       49.68839       9.23632        -4.44083       -0.65230       -0.37266       -2.13670       8.67501        0.10000        
87.00     31.30023       48.57818       9.07324        -4.53400       -0.70426       -0.36434       -2.08985       8.70001        0.10000        
87.25     33.56854       47.44468       8.89718        -4.62508       -0.75529       -0.35584       -2.04822       8.72501        0.10000        
87.50     35.79283       46.28841       8.70835        -4.71404       -0.80534       -0.34716       -2.01108       8.75001        0.10000        
87.75     37.96992       45.10989       8.50702        -4.80083       -0.85432       -0.33832       -1.97780       8.77501        0.10000        
88.00     40.09668       43.90969       8.29344        -4.88541       -0.90218       -0.32932       -1.94786       8.80001        0.10000        
88.25     42.17004       42.68833       8.06789        -4.96774       -0.94883       -0.32016       -1.92080       8.82501        0.10000        
88.50     44.18701       41.44640       7.83069        -5.04779       -0.99421       -0.31085       -1.89623       8.85001        0.10000        
88.75     46.14468       40.18445       7.58214        -5.12550       -1.03826       -0.30138       -1.87383       8.87501        0.10000        
89.00     48.04022       38.90307       7.32257        -5.20084       -1.08090       -0.29177       -1.85331       8.90001        0.10000        
89.25     49.87086       37.60286       7.05235        -5.27379       -1.12209       -0.28202       -1.83445       8.92501        0.10000        
89.50     51.63395       36.28442       6.77182        -5.34429       -1.16176       -0.27213       -1.81703       8.95001        0.10000        
89.75     53.32690       34.94834       6.48138        -5.41232       -1.19986       -0.26211       -1.80089       8.97501        0.10000        
90.00     54.94725       33.59526       6.18142        -5.47785       -1.23631       -0.25196       -1.78587       9.00001        0.10000        
90.25     56.49260       32.22580       5.87234        -5.54084       -1.27108       -0.24169       -1.77185       9.02501        0.10000        
90.50     57.96069       30.84058       5.55457        -5.60127       -1.30412       -0.23130       -1.75870       9.05000        0.10000        
90.75     59.34933       29.44027       5.22854        -5.65909       -1.33536       -0.22080       -1.74634       9.07500        0.10000        
91.00     60.65647       28.02549       4.89470        -5.71429       -1.36477       -0.21019       -1.73466       9.10000        0.10000        
91.25     61.88014       26.59692       4.55351        -5.76684       -1.39230       -0.19948       -1.72361       9.12500        0.10000        
91.50     63.01852       25.15521       4.20543        -5.81671       -1.41792       -0.18866       -1.71310       9.15000        0.10000        
91.75     64.06988       23.70103       3.85095        -5.86388       -1.44157       -0.17776       -1.70308       9.17500        0.10000        
92.00     65.03262       22.23506       3.49056        -5.90832       -1.46323       -0.16676       -1.69349       9.20000        0.10000        
92.25     65.90526       20.75798       3.12475        -5.95001       -1.48287       -0.15568       -1.68428       9.22500        0.10000        
92.50     66.68645       19.27048       2.75403        -5.98893       -1.50045       -0.14453       -1.67540       9.25000        0.10000        
92.75     67.37495       17.77325       2.37892        -6.02506       -1.51594       -0.13330       -1.66682       9.27500        0.10000        
93.00     67.96968       16.26698       1.99994        -6.05839       -1.52932       -0.12200       -1.65850       9.30000        0.10000        
93.25     68.46967       14.75239       1.61761        -6.08889       -1.54057       -0.11064       -1.65040       9.32500        0.10000        
93.50     68.87407       13.23017       1.23247        -6.11655       -1.54967       -0.09923       -1.64249       9.35000        0.10000        
93.75     69.18218       11.70103       0.84505        -6.14135       -1.55660       -0.08776       -1.63474       9.37500        0.10000        
94.00     69.39345       10.16569       0.45590        -6.16329       -1.56135       -0.07624       -1.62711       9.40000        0.10000        
94.25     69.50742       8.62487        0.06556        -6.18235       -1.56392       -0.06469       -1.61959       9.42500        0.10000        
94.50     69.52381       7.07928        -0.32542       -6.19852       -1.56429       -0.05309       -1.61213       9.45000        0.10000        
94.75     69.44246       5.52965        -0.71649       -6.21180       -1.56246       -0.04147       -1.60473       9.47500        0.10000        
95.00     69.26334       3.97670        -1.10710       -6.22217       -1.55843       -0.02983       -1.59733       9.50000        0.10000        
95.25     68.98656       2.42116        -1.49671       -6.22962       -1.55220       -0.01816       -1.58993       9.52500        0.10000        
95.50     68.61238       0.86375        -1.88476       -6.23416       -1.54378       -0.00648       -1.58249       9.55000        0.10000        
95.75     68.14119       -0.69479       -2.27070       -6.23578       -1.53318       0.00521        -1.57499       9.57500        0.10000        
96.00     67.57352       -2.25373       -2.65400       -6.23448       -1.52040       0.01690        -1.56740       9.60000        0.10000        
96.25     66.91002       -3.81235       -3.03410       -6.23025       -1.50548       0.02859        -1.55968       9.62500        0.10000        
96.50     66.15150       -5.36992       -3.41047       -6.22310       -1.48841       0.04027        -1.55181       9.65000        0.10000        
96.75     65.29888       -6.92569       -3.78257       -6.21304       -1.46922       0.05194        -1.54374       9.67500        0.10000        
97.00     64.35324       -8.47895       -4.14988       -6.20005       -1.44795       0.06359        -1.53546       9.70000        0.10000        
97.25     63.31577       -10.02896      -4.51186       -6.18415       -1.42460       0.07522        -1.52691       9.72499        0.10000        
97.50     62.18781       -11.57500      -4.86801       -6.16535       -1.39923       0.08681        -1.51805       9.74999        0.10000        
97.75     60.97081       -13.11634      -5.21782       -6.14364       -1.37184       0.09837        -1.50883       9.77499        0.10000        
98.00     59.66635       -14.65225      -5.56078       -6.11905       -1.34249       0.10989        -1.49921       9.79999        0.10000        
98.25     58.27616       -16.18201      -5.89640       -6.09158       -1.31121       0.12137        -1.48912       9.82499        0.10000        
98.50     56.80206       -17.70491      -6.22421       -6.06124       -1.27805       0.13279        -1.47850       9.84999        0.10000        
98.75     55.24600       -19.22022      -6.54372       -6.02804       -1.24304       0.14415        -1.46727       9.87499        0.10000        
99.00     53.61007       -20.72723      -6.85448       -5.99200       -1.20623       0.15545        -1.45534       9.89999        0.10000        
99.25     51.89645       -22.22523      -7.15603       -5.95314       -1.16767       0.16669        -1.44263       9.92499        0.10000        
99.50     50.10744       -23.71351      -7.44795       -5.91147       -1.12742       0.17785        -1.42900       9.94999        0.10000        
99.75     48.24546       -25.19138      -7.72981       -5.86700       -1.08552       0.18894        -1.41433       9.97499        0.10000        
100.00    46.31300       -26.65813      -8.00119       -5.81977       -1.04204       0.19994        -1.39847       9.99999        0.10000        
